"TG_DOCNR","TG_DATE","TG_ACCOUNT","TG_FACTOR","TG_ORDER","TG_INVNR"
"  748","05-03-2003","30531",1,"",""
"  749","05-03-2003","30PAS",1,"",""
"  750","06-03-2003","00289",1,"",""
"  751","06-03-2003","DH",1,"",""
"  752","07-03-2003","00081",1,"",""
"  754","07-03-2003","00AI",1,"",""
"  755","07-03-2003","30451",1,"",""
"  756","07-03-2003","30D",1,"",""
"  757","07-03-2003","30509",1,"",""
"  758","07-03-2003","30416",1,"",""
"  759","07-03-2003","00486",1,"",""
"  760","10-03-2003","00493",1,"",""
"  761","10-03-2003","20T",1,"",""
"  762","11-03-2003","00474",1,"",""
"  763","11-03-2003","30M",1,"",""
"  764","11-03-2003","30531",1,"",""
"  765","11-03-2003","30AK",1,"",""
"  766","11-03-2003","30 KI",1,"",""
"  767","11-03-2003","30AMI",1,"",""
"  768","11-03-2003","30HOD",1,"",""
"  769","11-03-2003","00189",1,"",""
"  770","12-03-2003","30YE",1,"",""
"  771","12-03-2003","30FRI",1,"",""
"  772","12-03-2003","30349",1,"",""
"  774","12-03-2003","30040",1,"",""
"  775","12-03-2003","SUR",1,"",""
"  776","12-03-2003","30371",1,"",""
"  777","12-03-2003","30PAS",1,"",""
"  778","12-03-2003","30YAR",1,"",""
"  779","12-03-2003","30509",1,"",""
"  781","12-03-2003","W.F.",1,"",""
"  782","12-03-2003","30545",1,"",""
"  783","12-03-2003","KAZ",1,"",""
"  784","13-03-2003","30AK",1,"",""
"  785","13-03-2003","30FR",1,"",""
"  786","13-03-2003","30 KI",1,"",""
"  787","13-03-2003","30M",1,"",""
"  788","13-03-2003","30HOD",1,"",""
"  789","17-03-2003","30531",1,"",""
"  790","17-03-2003","00476",1,"",""
"  791","17-03-2003","30526",1,"",""
"  792","17-03-2003","30521",1,"",""
"  793","17-03-2003","30005",1,"",""
"  794","17-03-2003","OR",1,"",""
"  795","17-03-2003","30YI",1,"",""
"  796","17-03-2003","30450",1,"",""
"  797","18-03-2003","30073",1,"",""
"  798","18-03-2003","30AK",1,"",""
"  799","18-03-2003","30CA",1,"",""
"  800","18-03-2003","30SH",1,"",""
"  801","18-03-2003","00005",1,"",""
"  802","18-03-2003","00067",1,"",""
"  803","18-03-2003","IZH",1,"",""
"  804","18-03-2003","30249",1,"",""
"  807","19-03-2003","00089",1,"",""
"  809","19-03-2003","00148",1,"",""
"  810","19-03-2003","00289",1,"",""
"  811","19-03-2003","30531",1,"",""
"  812","19-03-2003","30088",1,"",""
"  815","21-03-2003","00067",1,"",""
"  817","21-03-2003","30CA",1,"",""
"  818","21-03-2003","NET",1,"",""
"  819","21-03-2003","30HOD",1,"",""
"  820","21-03-2003","30BR",1,"",""
"  821","21-03-2003","30428",1,"",""
"  822","21-03-2003","30PAS",1,"",""
"  823","21-03-2003","30210",1,"",""
"  824","21-03-2003","30077",1,"",""
"  825","21-03-2003","30BR",1,"",""
"  826","21-03-2003","30PAS",1,"",""
"  827","21-03-2003","30088",1,"",""
"  828","21-03-2003","ADL",1,"",""
"  829","21-03-2003","00503",1,"",""
"  830","21-03-2003","00188",1,"",""
"  831","24-03-2003","30250",1,"",""
"  832","24-03-2003","KAZ",1,"",""
"  833","24-03-2003","30RO",1,"",""
"  834","25-03-2003","00474",1,"",""
"  835","25-03-2003","30298",1,"",""
"  836","25-03-2003","30SH",1,"",""
"  837","25-03-2003","30501",1,"",""
"  838","25-03-2003","30425",1,"",""
"  839","25-03-2003","30531",1,"",""
"  840","25-03-2003","K",1,"",""
"  841","25-03-2003","IZ",1,"",""
"  842","25-03-2003","30123",1,"",""
"  843","25-03-2003","30210",1,"",""
"  845","26-03-2003","00129",1,"",""
"  846","26-03-2003","00480",1,"",""
"  847","26-03-2003","00480",1,"",""
"  848","26-03-2003","30002",1,"",""
"  849","26-03-2003","30521",1,"",""
"  850","26-03-2003","00476",1,"",""
"  851","26-03-2003","IZH",1,"",""
"  852","26-03-2003","30531",1,"",""
"  853","27-03-2003","00BR",1,"",""
"  854","27-03-2003","00474",1,"",""
"  855","27-03-2003","00474",1,"",""
"  856","27-03-2003","00129",1,"",""
"  857","27-03-2003","30526",1,"",""
"  858","27-03-2003","30AK",1,"",""
"  859","27-03-2003","30LU",1,"",""
"  860","27-03-2003","30075",1,"",""
"  861","28-03-2003","00474",1,"",""
"  862","28-03-2003","30531",1,"",""
"  863","28-03-2003","30AK",1,"",""
"  864","28-03-2003","30521",1,"",""
"  865","28-03-2003","K",1,"",""
"  866","28-03-2003","30SHR",1,"",""
"  868","31-03-2003","30053",1,"",""
"  869","31-03-2003","30115",1,"",""
"  871","31-03-2003","30SHN",1,"",""
"  872","31-03-2003","20007",1,"",""
"  873","31-03-2003","30002",1,"",""
"  874","31-03-2003","00129",1,"",""
"  875","01-04-2003","30531",1,"",""
"  876","01-04-2003","30AK",1,"",""
"  877","01-04-2003","30RO",1,"",""
"  878","01-04-2003","30343",1,"",""
"  879","01-04-2003","BEC",1,"",""
"  880","01-04-2003","DA",1,"",""
"  881","01-04-2003","YO",1,"",""
"  882","01-04-2003","30451",1,"",""
"  883","01-04-2003","30531",1,"",""
"  884","01-04-2003","30504",1,"",""
"  885","01-04-2003","30PAS",1,"",""
"  886","01-04-2003","30BR",1,"",""
"  887","01-04-2003","30AK",1,"",""
"  888","01-04-2003","30PAS",1,"",""
"  889","01-04-2003","30PR",1,"",""
"  890","01-04-2003","30RU",1,"",""
"  891","02-04-2003","30089",1,"",""
"  892","02-04-2003","30SHR",1,"",""
"  893","02-04-2003","A",1,"",""
"  894","02-04-2003","00036",1,"",""
"  897","02-04-2003","00474",1,"",""
"  898","02-04-2003","S",1,"",""
"  899","03-04-2003","30RO",1,"",""
"  900","03-04-2003","30BEP",1,"",""
"  901","03-04-2003","R",1,"",""
"  902","03-04-2003","30034",1,"",""
"  903","03-04-2003","30521",1,"",""
"  904","03-04-2003","30034",1,"",""
"  905","03-04-2003","30AK",1,"",""
"  906","03-04-2003","30NAM",1,"",""
"  907","03-04-2003","00067",1,"",""
"  908","03-04-2003","DH",1,"",""
"  910","03-04-2003","YOSHO",1,"",""
"  911","03-04-2003","30034",1,"",""
"  912","03-04-2003","30064",1,"",""
"  913","03-04-2003","30AK",1,"",""
"  914","03-04-2003","30028",1,"",""
"  915","03-04-2003","D",1,"",""
"  916","03-04-2003","30531",1,"",""
"  919","03-04-2003","30298",1,"",""
"  920","04-04-2003","16178",1,"",""
"  921","04-04-2003","00474",1,"",""
"  922","04-04-2003","CM",1,"",""
"  923","04-04-2003","00067",1,"",""
"  924","04-04-2003","30 KI",1,"",""
"  925","04-04-2003","30NAM",1,"",""
"  926","04-04-2003","30V",1,"",""
"  927","04-04-2003","30YI",1,"",""
"  928","04-04-2003","30002",1,"",""
"  929","04-04-2003","30AK",1,"",""
"  931","04-04-2003","K",1,"",""
"  932","04-04-2003","30531",1,"",""
"  933","04-04-2003","30T",1,"",""
"  934","04-04-2003","30BEP",1,"",""
"  935","04-04-2003","YO",1,"",""
"  936","04-04-2003","30109",1,"",""
"  937","04-04-2003","30BR",1,"",""
"  939","07-04-2003","30AK",1,"",""
"  940","07-04-2003","G",1,"",""
"  941","07-04-2003","30371",1,"",""
"  942","07-04-2003","YO",1,"",""
"  943","07-04-2003","30 KI",1,"",""
"  944","08-04-2003","30RO",1,"",""
"  945","08-04-2003","30515",1,"",""
"  946","08-04-2003","30AK",1,"",""
"  947","08-04-2003","30430",1,"",""
"  948","08-04-2003","R",1,"",""
"  951","08-04-2003","SAS",1,"",""
"  953","08-04-2003","30DA",1,"",""
"  954","08-04-2003","30002",1,"",""
"  956","08-04-2003","30226",1,"",""
"  958","09-04-2003","FREI",1,"",""
"  959","09-04-2003","G",1,"",""
"  960","09-04-2003","30088",1,"",""
"  961","09-04-2003","30509",1,"",""
"  962","09-04-2003","30AK",1,"",""
"  963","09-04-2003","KI",1,"",""
"  964","09-04-2003","30M",1,"",""
"  965","09-04-2003","00471",1,"",""
"  966","09-04-2003","30YE",1,"",""
"  969","09-04-2003","30338",1,"",""
"  970","09-04-2003","30BEP",1,"",""
"  971","09-04-2003","30M",1,"",""
"  972","10-04-2003","30241",1,"",""
"  973","10-04-2003","30E",1,"",""
"  976","10-04-2003","SAK",1,"",""
"  978","10-04-2003","30089",1,"",""
"  979","10-04-2003","30512",1,"",""
"  980","10-04-2003","30AK",1,"",""
"  981","10-04-2003","00289",1,"",""
"  983","10-04-2003","YO",1,"",""
"  984","11-04-2003","00K",1,"",""
"  986","11-04-2003","00474",1,"",""
"  987","11-04-2003","00473",1,"",""
"  988","14-04-2003","EL",1,"",""
"  989","14-04-2003","30521",1,"",""
"  990","14-04-2003","LIR",1,"",""
"  991","14-04-2003","30531",1,"",""
"  992","14-04-2003","W.F.",1,"",""
"  994","14-04-2003","EL",1,"",""
"  995","14-04-2003","20K.",1,"",""
"  996","14-04-2003","30MO",1,"",""
"  997","14-04-2003","30506",1,"",""
"  998","15-04-2003","30E",1,"",""
"  999","15-04-2003","30M",1,"",""
" 1000","15-04-2003","30343",1,"",""
" 1001","15-04-2003","30515",1,"",""
" 1002","15-04-2003","30506",1,"",""
" 1003","15-04-2003","30E",1,"",""
" 1004","15-04-2003","30Z",1,"",""
" 1005","15-04-2003","20O",1,"",""
" 1007","15-04-2003","30G",1,"",""
" 1008","15-04-2003","R",1,"",""
" 1009","16-04-2003","30343",1,"",""
" 1010","16-04-2003","20091",1,"",""
" 1012","16-04-2003","30337",1,"",""
" 1013","16-04-2003","30241",1,"",""
" 1014","22-04-2003","20O",1,"",""
" 1015","22-04-2003","20GOT",1,"",""
" 1016","25-04-2003","30AK",1,"",""
" 1017","25-04-2003","W.F.",1,"",""
" 1018","28-04-2003","00476",1,"",""
" 1019","29-04-2003","30002",1,"",""
" 1022","29-04-2003","E",1,"",""
" 1023","29-04-2003","30AK",1,"",""
" 1024","29-04-2003","30PAS",1,"",""
" 1025","29-04-2003","30SH",1,"",""
" 1026","29-04-2003","30BEP",1,"",""
" 1028","29-04-2003","30J",1,"",""
" 1030","29-04-2003","30RIE",1,"",""
" 1033","29-04-2003","30RA",1,"",""
" 1034","29-04-2003","00067",1,"",""
" 1035","30-04-2003","30H",1,"",""
" 1036","30-04-2003","30AK",1,"",""
" 1037","30-04-2003","30034",1,"",""
" 1039","30-04-2003","30PER",1,"",""
" 1040","30-04-2003","30 KI",1,"",""
" 1041","30-04-2003","30515",1,"",""
" 1042","30-04-2003","30 KI",1,"",""
" 1043","30-04-2003","30428",1,"",""
" 1044","30-04-2003","30IL",1,"",""
" 1045","30-04-2003","30YE",1,"",""
" 1046","30-04-2003","30 KI",1,"",""
" 1047","30-04-2003","30519",1,"",""
" 1048","30-04-2003","30NAM",1,"",""
" 1049","30-04-2003","00067",1,"",""
" 1050","30-04-2003","00089",1,"",""
" 1051","30-04-2003","00037",1,"",""
" 1052","30-04-2003","30HE",1,"",""
" 1053","30-04-2003","R",1,"",""
" 1054","30-04-2003","30EFS",1,"",""
" 1055","30-04-2003","30293",1,"",""
" 1056","30-04-2003","30DO",1,"",""
" 1057","30-04-2003","IZH",1,"",""
" 1058","02-05-2003","00067",1,"",""
" 1059","02-05-2003","00289",1,"",""
" 1060","02-05-2003","00089",1,"",""
" 1061","06-05-2003","30338",1,"",""
" 1062","06-05-2003","30 KI",1,"",""
" 1064","06-05-2003","30335",1,"",""
" 1065","06-05-2003","30109",1,"",""
" 1066","06-05-2003","30E",1,"",""
" 1067","06-05-2003","ELB",1,"",""
" 1068","06-05-2003","30TR",1,"",""
" 1069","06-05-2003","30547",1,"",""
" 1070","06-05-2003","30430",1,"",""
" 1071","06-05-2003","30SH",1,"",""
" 1072","06-05-2003","R",1,"",""
" 1073","06-05-2003","30J",1,"",""
" 1074","06-05-2003","30GO",1,"",""
" 1075","06-05-2003","30IL",1,"",""
" 1076","06-05-2003","30SA",1,"",""
" 1077","06-05-2003","30AK",1,"",""
" 1078","06-05-2003","30515",1,"",""
" 1079","06-05-2003","30531",1,"",""
" 1080","07-05-2003","N",1,"",""
" 1081","08-05-2003","00476",1,"",""
" 1082","08-05-2003","30GA",1,"",""
" 1083","08-05-2003","30HE",1,"",""
" 1086","08-05-2003","30N",1,"",""
" 1087","08-05-2003","30527",1,"",""
" 1089","08-05-2003","MIZRA",1,"",""
" 1090","08-05-2003","30NAM",1,"",""
" 1091","12-05-2003","30526",1,"",""
" 1092","12-05-2003","30SA",1,"",""
" 1093","12-05-2003","30343",1,"",""
" 1094","12-05-2003","30201",1,"",""
" 1096","12-05-2003","30089",1,"",""
" 1097","12-05-2003","30AK",1,"",""
" 1098","12-05-2003","30J",1,"",""
" 1099","13-05-2003","YAM",1,"",""
" 1102","13-05-2003","30KA",1,"",""
" 1103","13-05-2003","30HE",1,"",""
" 1104","13-05-2003","30AK",1,"",""
" 1105","15-05-2003","30526",1,"",""
" 1106","15-05-2003","30AK",1,"",""
" 1107","15-05-2003","30531",1,"",""
" 1108","19-05-2003","30002",1,"",""
" 1109","19-05-2003","30AV",1,"",""
" 1113","19-05-2003","30ARK",1,"",""
" 1114","19-05-2003","30SA",1,"",""
" 1115","19-05-2003","30210",1,"",""
" 1116","19-05-2003","30DO",1,"",""
" 1117","19-05-2003","30AK",1,"",""
" 1118","20-05-2003","30M",1,"",""
" 1119","20-05-2003","30089",1,"",""
" 1120","20-05-2003","OR",1,"",""
" 1121","21-05-2003","30509",1,"",""
" 1122","21-05-2003","30AK",1,"",""
" 1123","21-05-2003","30AK",1,"",""
" 1124","21-05-2003","30338",1,"",""
" 1125","21-05-2003","SAK",1,"",""
" 1126","22-05-2003","00067",1,"",""
" 1127","22-05-2003","30425",1,"",""
" 1128","23-05-2003","30YO",1,"",""
" 1129","23-05-2003","30445",1,"",""
" 1130","23-05-2003","30515",1,"",""
" 1131","26-05-2003","30MOZ",1,"",""
" 1132","26-05-2003","30ME",1,"",""
" 1134","26-05-2003","30165",1,"",""
" 1135","26-05-2003","30MOZ",1,"",""
" 1136","27-05-2003","30MOZ",1,"",""
" 1137","27-05-2003","30338",1,"",""
" 1138","27-05-2003","30FR",1,"",""
" 1139","27-05-2003","30AK",1,"",""
" 1140","27-05-2003","30313",1,"",""
" 1141","27-05-2003","30YI",1,"",""
" 1142","28-05-2003","30A.",1,"",""
" 1143","28-05-2003","30AK",1,"",""
" 1145","02-06-2003","30293",1,"",""
" 1146","02-06-2003","30PR",1,"",""
" 1147","02-06-2003","30AK",1,"",""
" 1148","02-06-2003","ELB",1,"",""
" 1149","02-06-2003","IZH",1,"",""
" 1150","02-06-2003","30M",1,"",""
" 1152","02-06-2003","30ROY",1,"",""
" 1153","03-06-2003","30313",1,"",""
" 1154","03-06-2003","30NAM",1,"",""
" 1155","11-06-2003","00552",1,"",""
" 1156","11-06-2003","00067",1,"",""
" 1159","11-06-2003","SH",1,"",""
" 1160","11-06-2003","30338",1,"",""
" 1162","11-06-2003","AM",1,"",""
" 1163","11-06-2003","00RE",1,"",""
" 1164","11-06-2003","30AK",1,"",""
" 1165","11-06-2003","30RO",1,"",""
" 1166","12-06-2003","ELB",1,"",""
" 1167","12-06-2003","20PLU",1,"",""
" 1168","12-06-2003","30AK",1,"",""
" 1171","12-06-2003","30BR",1,"",""
" 1172","12-06-2003","30MOZ",1,"",""
" 1173","12-06-2003","30507",1,"",""
" 1174","12-06-2003","00476",1,"",""
" 1175","12-06-2003","00067",1,"",""
" 1176","12-06-2003","00552",1,"",""
" 1177","13-06-2003","30 KI",1,"",""
" 1178","13-06-2003","30NES",1,"",""
" 1179","13-06-2003","30PAS",1,"",""
" 1180","13-06-2003","00067",1,"",""
" 1181","13-06-2003","30ITA",1,"",""
" 1182","13-06-2003","30JE",1,"",""
" 1183","13-06-2003","SH",1,"",""
" 1184","13-06-2003","30507",1,"",""
" 1186","13-06-2003","00067",1,"",""
" 1187","13-06-2003","00089",1,"",""
" 1188","13-06-2003","ELB",1,"",""
" 1189","13-06-2003","30M",1,"",""
" 1191","13-06-2003","30AV",1,"",""
" 1192","13-06-2003","30451",1,"",""
" 1193","13-06-2003","G",1,"",""
" 1194","13-06-2003","30YED",1,"",""
" 1195","13-06-2003","30E",1,"",""
" 1196","13-06-2003","30DO",1,"",""
" 1198","13-06-2003","30DDI",1,"",""
" 1199","13-06-2003","30AK",1,"",""
" 1200","13-06-2003","00067",1,"",""
" 1201","13-06-2003","30370",1,"",""
" 1202","13-06-2003","30371",1,"",""
" 1203","13-06-2003","30338",1,"",""
" 1205","17-06-2003","00067",1,"",""
" 1207","17-06-2003","00067",1,"",""
" 1208","17-06-2003","00 AB",1,"",""
" 1209","17-06-2003","30AK",1,"",""
" 1211","17-06-2003","EYAL",1,"",""
" 1212","17-06-2003","KAZ",1,"",""
" 1213","17-06-2003","R",1,"",""
" 1214","17-06-2003","30AK",1,"",""
" 1215","18-06-2003","30528",1,"",""
" 1216","18-06-2003","30451",1,"",""
" 1217","18-06-2003","30JE",1,"",""
" 1218","18-06-2003","30DO",1,"",""
" 1219","18-06-2003","30089",1,"",""
" 1220","18-06-2003","30ELI",1,"",""
" 1221","18-06-2003","30109",1,"",""
" 1222","18-06-2003","30AK",1,"",""
" 1223","18-06-2003","30526",1,"",""
" 1226","19-06-2003","30M",1,"",""
" 1227","19-06-2003","30371",1,"",""
" 1229","19-06-2003","30DU",1,"",""
" 1230","19-06-2003","SH",1,"",""
" 1231","19-06-2003","30154",1,"",""
" 1234","19-06-2003","30AS",1,"",""
" 1235","19-06-2003","30507",1,"",""
" 1236","19-06-2003","30AK",1,"",""
" 1237","19-06-2003","30507",1,"",""
" 1238","19-06-2003","30308",1,"",""
" 1240","19-06-2003","30064",1,"",""
" 1241","20-06-2003","30HO",1,"",""
" 1242","20-06-2003","30ELI",1,"",""
" 1243","20-06-2003","30AS",1,"",""
" 1244","20-06-2003","30RO",1,"",""
" 1245","20-06-2003","30506",1,"",""
" 1246","20-06-2003","OR",1,"",""
" 1247","20-06-2003","30526",1,"",""
" 1248","20-06-2003","30SA",1,"",""
" 1249","20-06-2003","00493",1,"",""
" 1250","20-06-2003","30ZVI",1,"",""
" 1251","20-06-2003","R",1,"",""
" 1252","20-06-2003","00068",1,"",""
" 1253","23-06-2003","20007",1,"",""
" 1257","24-06-2003","30VIK",1,"",""
" 1258","24-06-2003","30NAM",1,"",""
" 1259","27-06-2003","YAM",1,"",""
" 1260","27-06-2003","30154",1,"",""
" 1261","27-06-2003","E",1,"",""
" 1262","27-06-2003","30IL",1,"",""
" 1263","27-06-2003","30AK",1,"",""
" 1264","27-06-2003","YOSHO",1,"",""
" 1265","27-06-2003","00AME",1,"",""
" 1266","01-07-2003","00510",1,"",""
" 1267","01-07-2003","30531",1,"",""
" 1268","01-07-2003","30BR",1,"",""
" 1269","03-07-2003","30002",1,"",""
" 1270","03-07-2003","30064",1,"",""
" 1272","04-07-2003","30109",1,"",""
" 1273","07-07-2003","00068",1,"",""
" 1274","09-07-2003","30398",1,"",""
" 1277","09-07-2003","30SAS",1,"",""
" 1278","09-07-2003","30GO",1,"",""
" 1279","09-07-2003","30A.",1,"",""
" 1280","14-07-2003","20007",1,"",""
" 1282","17-07-2003","00RE",1,"",""
" 1283","17-07-2003","00RE",1,"",""
" 1286","18-07-2003","30A.",1,"",""
" 1287","18-07-2003","30TR",1,"",""
" 1288","18-07-2003","30507",1,"",""
" 1289","18-07-2003","30AV",1,"",""
" 1290","18-07-2003","30A.",1,"",""
" 1291","18-07-2003","30088",1,"",""
" 1292","18-07-2003","30AK",1,"",""
" 1293","18-07-2003","30SA",1,"",""
" 1294","22-07-2003","R",1,"",""
" 1295","22-07-2003","30445",1,"",""
" 1297","22-07-2003","30AM",1,"",""
" 1298","22-07-2003","30002",1,"",""
" 1299","22-07-2003","00493",1,"",""
" 1302","23-07-2003","11127",1,"",""
" 1303","23-07-2003","30338",1,"",""
" 1304","23-07-2003","30BR",1,"",""
" 1306","23-07-2003","30089",1,"",""
" 1307","23-07-2003","30064",1,"",""
" 1310","23-07-2003","30151",1,"",""
" 1311","23-07-2003","30544",1,"",""
" 1312","23-07-2003","30064",1,"",""
" 1313","25-07-2003","30NAM",1,"",""
" 1314","25-07-2003","30531",1,"",""
" 1315","25-07-2003","20091",1,"",""
" 1316","25-07-2003","00VET",1,"",""
" 1317","25-07-2003","SH",1,"",""
" 1318","25-07-2003","30YI",1,"",""
" 1319","25-07-2003","00067",1,"",""
" 1323","04-08-2003","30160",1,"",""
" 1324","05-08-2003","30527",1,"",""
" 1325","02-09-2003","30SA",1,"",""
" 1330","02-09-2003","30YOS",1,"",""
" 1331","03-09-2003","30BR",1,"",""
" 1332","04-09-2003","30512",1,"",""
" 1333","04-09-2003","ELB",1,"",""
" 1334","04-09-2003","00081",1,"",""
" 1336","09-09-2003","00089",1,"",""
" 1337","10-09-2003","00481",1,"",""
" 1338","12-09-2003","00B.H",1,"",""
" 1339","22-09-2003","30088",1,"",""
" 1340","22-09-2003","30AK",1,"",""
" 1341","29-09-2003","30093",1,"",""
" 1342","22-10-2003","00493",1,"",""
" 1344","28-10-2003","30DU",1,"",""
" 1346","05-11-2003","00493",1,"",""
" 1347","27-11-2003","MOSHE",1,"",""
" 1348","27-11-2003","30AK",1,"",""
" 1349","27-11-2003","TITEL",1,"",""
" 1350","27-11-2003","30528",1,"",""
" 1351","27-11-2003","30DA",1,"",""
" 1352","27-11-2003","30088",1,"",""
" 1353","27-11-2003","30088",1,"",""
" 1354","04-12-2003","05DAV",1,"",""
" 1356","01-12-2003","20ALO",1,"",""
" 1357","08-12-2003","30002",1,"",""
" 1359","08-12-2003","00036",1,"",""
" 1360","11-12-2003","30YI",1,"",""
" 1361","17-12-2003","30YI",1,"",""
" 1362","18-12-2003","20094",1,"",""
" 1363","22-12-2003","30002",1,"",""
" 1364","22-12-2003","30249",1,"",""
" 1365","24-12-2003","00005",1,"",""
" 1366","07-01-2004","30HO",1,"",""
" 1367","08-01-2004","30089",1,"",""
" 1368","14-01-2004","20007",1,"",""
" 1369","21-01-2004","G",1,"",""
" 1371","05-02-2004","30428",1,"",""
" 1372","10-02-2004","20007",1,"",""
" 1373","12-02-2004","30AV",1,"",""
" 1374","19-02-2004","00492",1,"",""
" 1375","20-12-2002","20PLU",1,"",""
" 1376","27-02-2004","00493",1,"",""
" 1377","01-03-2004","30053",1,"",""
" 1378","01-03-2004","30509",1,"",""
" 1379","01-03-2004","30030",1,"",""
" 1380","17-03-2004","20007",1,"",""
" 1381","19-03-2004","30ZO",1,"",""
" 1382","24-03-2004","00067",1,"",""
" 1383","29-03-2004","30ZO",1,"",""
" 1384","05-04-2004","20007",1,"",""
" 1385","08-04-2004","20007",1,"",""
" 1387","14-04-2004","30343",1,"",""
" 1388","14-04-2004","00036",1,"",""
" 1389","15-04-2004","20007",1,"",""
" 1390","21-04-2004","00067",1,"",""
" 1391","21-04-2004","30370",1,"",""
" 1392","28-04-2004","00036",1,"",""
" 1393","29-04-2004","20007",1,"",""
" 1395","04-05-2004","20007",1,"",""
" 1396","10-05-2004","30521",1,"",""
" 1397","14-05-2004","00067",1,"",""
" 1398","14-05-2004","00067",1,"",""
" 1399","14-05-2004","00477",1,"",""
" 1400","07-05-2004","16099",1,"",""
" 1401","21-05-2004","30576",1,"",""
" 1402","24-05-2004","20007",1,"",""
" 1403","03-06-2004","30581",1,"",""
" 1405","03-06-2004","20007",1,"",""
" 1406","10-06-2004","30FR",1,"",""
" 1407","11-06-2004","30521",1,"",""
" 1408","10-06-2004","20PLU",1,"",""
" 1409","15-06-2004","30564",1,"",""
" 1410","16-06-2004","30478",1,"",""
" 1411","17-06-2004","00067",1,"",""
" 1412","17-06-2004","00067",1,"",""
" 1414","17-06-2004","00506",1,"",""
" 1415","18-06-2004","30478",1,"",""
" 1416","18-06-2004","30FR",1,"",""
" 1417","18-06-2004","00067",1,"",""
" 1418","22-06-2004","20007",1,"",""
" 1419","22-06-2004","20007",1,"",""
" 1420","23-06-2004","20PLU",1,"",""
" 1421","23-06-2004","30521",1,"",""
" 1422","23-06-2004","30586",1,"",""
" 1423","23-06-2004","00067",1,"",""
" 1424","24-06-2004","30VI",1,"",""
" 1426","01-07-2004","30588",1,"",""
" 1427","01-07-2004","30478",1,"",""
" 1428","01-07-2004","30VI",1,"",""
" 1430","06-07-2004","30589",1,"",""
" 1431","06-07-2004","30554",1,"",""
" 1432","08-07-2004","30564",1,"",""
" 1433","08-07-2004","30TR",1,"",""
" 1434","13-07-2004","30030",1,"",""
" 1435","13-07-2004","20007",1,"",""
" 1436","13-07-2004","30FR",1,"",""
" 1437","19-07-2004","20PLU",1,"",""
" 1438","19-07-2004","30BEN",1,"",""
" 1439","19-07-2004","30DAV",1,"",""
" 1440","19-07-2004","30BEN",1,"",""
" 1441","19-07-2004","30590",1,"",""
" 1442","19-07-2004","30591",1,"",""
" 1444","19-07-2004","30DA",1,"",""
" 1445","19-07-2004","30J",1,"",""
" 1446","20-07-2004","99999",1,"",""
" 1447","20-07-2004","99999",1,"",""
" 1448","22-07-2004","20245",1,"",""
" 1451","22-07-2004","YACOV",1,"",""
" 1452","22-07-2004","20PLU",1,"",""
" 1453","22-07-2004","30507",1,"",""
" 1454","22-07-2004","30A",1,"",""
" 1456","29-07-2004","00391",1,"",""
" 1458","19-07-2004","20007",1,"",""
" 1459","16-08-2004","20007",1,"",""
" 1460","27-07-2004","20007",1,"",""
" 1461","30-07-2004","20007",1,"",""
" 1462","23-08-2004","30M",1,"",""
" 1463","23-08-2004","30RA",1,"",""
" 1464","23-08-2004","YACOV",1,"",""
" 1465","25-08-2004","30587",1,"",""
" 1466","26-08-2004","00036",1,"",""
" 1467","30-08-2004","30605",1,"",""
" 1468","31-08-2004","00067",1,"",""
" 1469","01-09-2004","30606",1,"",""
" 1470","01-09-2004","30603",1,"",""
" 1471","01-09-2004","20007",1,"",""
" 1472","01-09-2004","00189",1,"",""
" 1473","01-09-2004","20007",1,"",""
" 1474","01-09-2004","20249",1,"",""
" 1475","01-09-2004","20249",1,"",""
" 1476","01-09-2004","20249",1,"",""
" 1477","02-09-2004","20249",1,"",""
" 1478","02-09-2004","20249",1,"",""
" 1479","02-09-2004","20249",1,"",""
" 1480","02-09-2004","20249",1,"",""
" 1481","02-09-2004","20249",1,"",""
" 1482","07-09-2004","30SA",1,"",""
" 1483","07-09-2004","30607",1,"",""
" 1484","07-09-2004","30606",1,"",""
" 1485","07-09-2004","00473",1,"",""
" 1486","08-09-2004","30HO",1,"",""
" 1487","08-09-2004","00473",1,"",""
" 1488","08-09-2004","YACOV",1,"",""
" 1489","09-09-2004","30608",1,"",""
" 1490","09-09-2004","30608",1,"",""
" 1491","09-09-2004","30608",1,"",""
" 1492","09-09-2004","30608",1,"",""
" 1493","09-09-2004","00015",1,"",""
" 1494","10-09-2004","00080",1,"",""
" 1495","14-09-2004","MOSHE",1,"",""
" 1496","14-09-2004","YACOV",1,"",""
" 1497","15-09-2004","20007",1,"",""
" 1498","31-08-2004","20250",1,"",""
" 1499","21-09-2004","00549",1,"",""
" 1500","22-09-2004","ASP",1,"",""
" 1501","22-09-2004","30609",1,"",""
" 1502","22-09-2004","00733",1,"",""
" 1503","22-09-2004","20PLU",1,"",""
" 1504","24-09-2004","30610",1,"",""
" 1505","24-09-2004","30609",1,"",""
" 1506","28-09-2004","20007",1,"",""
" 1508","04-10-2004","20PLU",1,"",""
" 1509","04-10-2004","30609",1,"",""
" 1510","04-10-2004","30609",1,"",""
" 1512","05-10-2004","00064",1,"",""
" 1513","05-10-2004","30612",1,"",""
" 1514","05-10-2004","30FR",1,"",""
" 1515","05-10-2004","20PLU",1,"",""
" 1516","06-10-2004","00492",1,"",""
" 1517","12-10-2004","30609",1,"",""
