"TG_DOCNR","TG_DATE","TG_ACCOUNT","TG_FACTOR","TG_ORDER","TG_INVNR"
" 1518","12-10-2004","30338",1,"",""
" 1521","13-10-2004","AKERM",1,"",""
" 1523","13-10-2004","AKERM",1,"",""
" 1524","13-10-2004","00492",1,"",""
" 1526","14-10-2004","30609",1,"",""
" 1527","14-10-2004","30608",1,"",""
" 1528","14-10-2004","20007",1,"",""
" 1529","14-10-2004","00081",1,"",""
" 1530","14-10-2004","30609",1,"",""
" 1531","18-10-2004","30608",1,"",""
" 1532","14-10-2004","30613",1,"",""
" 1533","14-10-2004","30021",1,"",""
" 1534","19-10-2004","YACOV",1,"",""
" 1535","19-10-2004","20007",1,"",""
" 1536","20-10-2004","20253",1,"",""
" 1537","21-10-2004","00738",1,"",""
" 1538","21-10-2004","00125",1,"",""
" 1540","21-10-2004","30338",1,"",""
" 1541","21-10-2004","00289",1,"",""
" 1542","22-10-2004","00125",1,"",""
" 1543","25-10-2004","00289",1,"",""
" 1544","25-10-2004","00569",1,"",""
" 1545","26-10-2004","20007",1,"",""
" 1546","26-10-2004","ASP",1,"",""
" 1547","28-10-2004","30HO",1,"",""
" 1548","28-10-2004","30370",1,"",""
" 1549","29-10-2004","20007",1,"",""
" 1550","02-11-2004","30614",1,"",""
" 1551","02-11-2004","30615",1,"",""
" 1552","02-11-2004","30616",1,"",""
" 1554","03-11-2004","00718",1,"",""
" 1555","03-11-2004","20PLU",1,"",""
" 1556","03-11-2004","20PLU",1,"",""
" 1557","04-11-2004","30427",1,"",""
" 1558","04-11-2004","30077",1,"",""
" 1559","05-11-2004","20007",1,"",""
" 1560","05-11-2004","SUR",1,"",""
" 1561","10-11-2004","30ELI",1,"",""
" 1562","10-11-2004","30619",1,"",""
" 1563","10-11-2004","30370",1,"",""
" 1564","17-11-2004","20007",1,"",""
" 1565","17-11-2004","20007",1,"",""
" 1566","18-11-2004","20007",1,"",""
" 1567","24-11-2004","20007",1,"",""
" 1568","29-11-2004","20007",1,"",""
" 1569","02-12-2004","00125",1,"",""
" 1570","03-12-2004","30598",1,"",""
" 1571","03-12-2004","30249",1,"",""
" 1574","07-12-2004","00189",1,"",""
" 1575","07-12-2004","20007",1,"",""
" 1576","08-12-2004","30DAV",1,"",""
" 1577","10-12-2004","00125",1,"",""
" 1578","14-12-2004","30608",1,"",""
" 1579","15-12-2004","20007",1,"",""
" 1580","16-12-2004","30608",1,"",""
" 1581","20-12-2004","00 AB",1,"",""
" 1582","21-12-2004","00188",1,"",""
" 1584","22-12-2004","20007",1,"",""
" 1585","03-01-2005","20007",1,"",""
" 1586","07-01-2005","20007",1,"",""
" 1587","13-01-2005","20007",1,"",""
" 1588","14-01-2005","30370",1,"",""
" 1590","19-01-2005","00519",1,"",""
" 1592","19-01-2005","00475",1,"",""
" 1593","20-01-2005","30489",1,"",""
" 1594","20-01-2005","30AV",1,"",""
" 1595","20-01-2005","00210",1,"",""
" 1596","21-01-2005","00210",1,"",""
" 1598","21-01-2005","20007",1,"",""
" 1599","24-01-2005","30DA",1,"",""
" 1600","24-01-2005","30546",1,"",""
" 1601","25-01-2005","00611",1,"",""
" 1602","26-01-2005","20007",1,"",""
" 1603","01-02-2005","20007",1,"",""
" 1604","02-02-2005","00401",1,"",""
" 1605","08-02-2005","00T",1,"",""
" 1606","10-02-2005","IZH",1,"",""
" 1607","10-02-2005","30135",1,"",""
" 1608","11-02-2005","20007",1,"",""
" 1609","14-02-2005","30631",1,"",""
" 1610","14-02-2005","30546",1,"",""
" 1611","16-02-2005","30618",1,"",""
" 1612","16-02-2005","30618",1,"",""
" 1613","16-02-2005","30618",1,"",""
" 1614","16-02-2005","20007",1,"",""
" 1615","17-02-2005","30591",1,"",""
" 1616","17-02-2005","30608",1,"",""
" 1617","18-02-2005","20401",1,"",""
" 1618","22-02-2005","30618",1,"",""
" 1619","22-02-2005","30608",1,"",""
" 1620","24-02-2005","20262",1,"",""
" 1621","25-02-2005","30546",1,"",""
" 1622","25-02-2005","30618",1,"",""
" 1623","28-02-2005","30370",1,"",""
" 1625","28-02-2005","30546",1,"",""
" 1627","01-03-2005","20007",1,"",""
" 1628","04-03-2005","30618",1,"",""
" 1629","08-03-2005","30625",1,"",""
" 1630","08-03-2005","30627",1,"",""
" 1631","08-03-2005","30135",1,"",""
" 1632","08-03-2005","30077",1,"",""
" 1633","11-03-2005","20007",1,"",""
" 1634","14-03-2005","30618",1,"",""
" 1635","14-03-2005","30618",1,"",""
" 1636","14-03-2005","30618",1,"",""
" 1637","10-03-2005","30544",1,"",""
" 1638","14-03-2005","20PLU",1,"",""
" 1639","15-03-2005","30508",1,"",""
" 1640","15-03-2005","MOSHE",1,"",""
" 1641","15-03-2005","00210",1,"",""
" 1642","15-03-2005","20401",1,"",""
" 1645","17-03-2005","30OR",1,"",""
" 1646","17-03-2005","30MO",1,"",""
" 1647","18-03-2005","20401",1,"",""
" 1648","18-03-2005","20401",1,"",""
" 1649","22-03-2005","20007",1,"",""
" 1651","31-03-2005","20007",1,"",""
" 1652","04-04-2005","30471",1,"",""
" 1653","06-04-2005","00569",1,"",""
" 1654","07-04-2005","20007",1,"",""
" 1655","08-04-2005","20401",1,"",""
" 1656","11-04-2005","30628",1,"",""
" 1657","11-04-2005","30COH",1,"",""
" 1658","18-04-2005","20007",1,"",""
" 1659","21-04-2005","20007",1,"",""
" 1660","26-04-2005","20007",1,"",""
" 1661","29-04-2005","20401",1,"",""
" 1662","02-05-2005","30615",1,"",""
" 1663","03-05-2005","20DAL",1,"",""
" 1664","04-05-2005","00144",1,"",""
" 1665","06-05-2005","00569",1,"",""
" 1667","06-05-2005","30615",1,"",""
" 1668","06-05-2005","30546",1,"",""
" 1666","06-05-2005","20007",1,"",""
" 1669","09-05-2005","20007",1,"",""
" 1670","10-05-2005","00569",1,"",""
" 1671","10-05-2005","30615",1,"",""
" 1672","10-05-2005","20007",1,"",""
" 1674","16-05-2005","30370",1,"",""
" 1676","18-05-2005","20007",1,"",""
" 1677","19-05-2005","00485",1,"",""
" 1678","23-05-2005","30615",1,"",""
" 1681","23-05-2005","20226",1,"",""
" 1682","24-05-2005","30615",1,"",""
" 1683","27-05-2005","20007",1,"",""
" 1684","29-05-2005","30615",1,"",""
" 1685","02-06-2005","10931",1,"",""
" 1686","03-06-2005","20007",1,"",""
" 1687","07-06-2005","30430",1,"",""
" 1688","07-06-2005","30615",1,"",""
" 1689","09-06-2005","20007",1,"",""
" 1690","10-06-2005","30660",1,"",""
" 1691","16-06-2005","20PLU",1,"",""
" 1692","16-06-2005","20007",1,"",""
" 1693","17-06-2005","00125",1,"",""
" 1694","20-06-2005","30615",1,"",""
" 1695","20-06-2005","30430",1,"",""
" 1697","20-06-2005","30618",1,"",""
" 1698","21-06-2005","20007",1,"",""
" 1699","21-06-2005","17001",1,"",""
" 1700","21-06-2005","20401",1,"",""
" 1701","23-06-2005","30615",1,"",""
" 1702","23-06-2005","30338",1,"",""
" 1703","23-06-2005","30652",1,"",""
" 1704","24-06-2005","30618",1,"",""
" 1706","24-06-2005","30618",1,"",""
" 1707","27-06-2005","30618",1,"",""
" 1708","28-06-2005","00477",1,"",""
" 1710","29-06-2005","20007",1,"",""
" 1711","30-06-2005","30154",1,"",""
" 1712","30-06-2005","30618",1,"",""
" 1713","30-06-2005","30618",1,"",""
" 1714","30-06-2005","30AV",1,"",""
" 1716","05-07-2005","VIN",1,"",""
" 1717","05-07-2005","00189",1,"",""
" 1718","05-07-2005","00189",1,"",""
" 1719","05-07-2005","20007",1,"",""
" 1720","08-07-2005","30SA",1,"",""
" 1721","13-07-2005","30545",1,"",""
" 1722","13-07-2005","30483",1,"",""
" 1723","13-07-2005","00485",1,"",""
" 1724","14-07-2005","MOSHE",1,"",""
" 1725","18-07-2005","00485",1,"",""
" 1726","19-07-2005","00253",1,"",""
" 1728","19-07-2005","20007",1,"",""
" 1730","20-07-2005","99999",1,"",""
" 1733","22-07-2005","16360",1,"",""
" 1734","27-07-2005","20247",1,"",""
" 1735","27-07-2005","20257",1,"",""
" 1736","27-07-2005","30660",1,"",""
" 1737","27-07-2005","20007",1,"",""
" 1738","09-08-2005","16241",1,"",""
" 1740","23-08-2005","20007",1,"",""
" 1741","23-08-2005","20007",1,"",""
" 1744","29-08-2005","10931",1,"",""
" 1745","30-08-2005","00549",1,"",""
" 1746","31-08-2005","20007",1,"",""
" 1747","31-08-2005","30615",1,"",""
" 1748","01-09-2005","00036",1,"",""
" 1749","02-09-2005","16178",1,"",""
" 1750","06-09-2005","20007",1,"",""
" 1751","06-09-2005","30677",1,"",""
" 1752","06-09-2005","30615",1,"",""
" 1753","08-09-2005","30002",1,"",""
" 1754","08-09-2005","30136",1,"",""
" 1755","09-09-2005","00485",1,"",""
" 1756","12-09-2005","20007",1,"",""
" 1757","13-09-2005","17001",1,"",""
" 1758","14-09-2005","00048",1,"",""
" 1759","14-09-2005","00485",1,"",""
" 1761","15-09-2005","30618",1,"",""
" 1762","20-09-2005","20007",1,"",""
" 1763","23-09-2005","30615",1,"",""
" 1764","23-09-2005","00401",1,"",""
" 1765","26-09-2005","00401",1,"",""
" 1766","27-09-2005","20007",1,"",""
" 1767","28-09-2005","00485",1,"",""
" 1769","29-09-2005","30615",1,"",""
" 1770","29-09-2005","30MO",1,"",""
" 1771","30-09-2005","00067",1,"",""
" 1772","30-09-2005","30509",1,"",""
" 1773","30-09-2005","30615",1,"",""
" 1774","02-10-2005","10931",1,"",""
" 1776","06-10-2005","20007",1,"",""
" 1777","06-10-2005","00569",1,"",""
" 1778","14-10-2005","30614",1,"",""
" 1780","20-10-2005","20007",1,"",""
" 1781","24-10-2005","30NA",1,"",""
" 1782","27-10-2005","30615",1,"",""
" 1783","02-11-2005","30LAN",1,"",""
" 1784","03-11-2005","30638",1,"",""
" 1785","03-11-2005","30653",1,"",""
" 1786","03-11-2005","30002",1,"",""
" 1787","04-11-2005","20007",1,"",""
" 1788","04-11-2005","00477",1,"",""
" 1789","04-11-2005","00 AB",1,"",""
" 1790","04-11-2005","00067",1,"",""
" 1791","08-11-2005","30615",1,"",""
" 1792","08-11-2005","00569",1,"",""
" 1793","08-11-2005","20007",1,"",""
" 1794","08-11-2005","00067",1,"",""
" 1795","09-11-2005","30SA",1,"",""
" 1796","09-11-2005","30639",1,"",""
" 1797","09-11-2005","30LAN",1,"",""
" 1798","14-11-2005","00125",1,"",""
" 1799","14-11-2005","30639",1,"",""
" 1800","15-11-2005","30LAN",1,"",""
" 1801","15-11-2005","00067",1,"",""
" 1802","16-11-2005","30615",1,"",""
" 1803","16-11-2005","30660",1,"",""
" 1804","16-11-2005","30VI",1,"",""
" 1805","16-11-2005","30639",1,"",""
" 1806","16-11-2005","20007",1,"",""
" 1807","16-11-2005","20007",1,"",""
" 1808","16-11-2005","00067",1,"",""
" 1809","17-11-2005","30RA",1,"",""
" 1810","17-11-2005","00067",1,"",""
" 1811","17-11-2005","20007",1,"",""
" 1812","18-11-2005","00600",1,"",""
" 1813","18-11-2005","00549",1,"",""
" 1814","21-11-2005","00342",1,"",""
" 1816","22-11-2005","20007",1,"",""
" 1817","23-11-2005","00067",1,"",""
" 1818","23-11-2005","17001",1,"",""
" 1819","24-11-2005","00569",1,"",""
" 1821","24-11-2005","30040",1,"",""
" 1822","24-11-2005","30615",1,"",""
" 1823","24-11-2005","20007",1,"",""
" 1824","28-11-2005","00067",1,"",""
" 1825","29-11-2005","30428",1,"",""
" 1826","06-12-2005","20007",1,"",""
" 1827","05-12-2005","30LAN",0,"",""
" 1828","07-12-2005","30615",1,"",""
" 1829","12-12-2005","00485",1,"",""
" 1830","12-12-2005","00067",1,"",""
" 1832","12-12-2005","00485",1,"",""
" 1833","14-12-2005","00401",1,"",""
" 1834","14-12-2005","00485",1,"",""
" 1835","14-12-2005","20007",1,"",""
" 1836","15-12-2005","00720",1,"",""
" 1837","15-12-2005","30660",1,"",""
" 1838","16-12-2005","30LAN",1,"",""
" 1839","16-12-2005","00477",1,"",""
" 1840","16-12-2005","00477",1,"",""
" 1841","20-12-2005","00631",1,"",""
" 1842","18-12-2005","30677",1,"",""
" 1843","02-01-2006","30699",1,"",""
" 1845","02-01-2006","20007",1,"",""
" 1846","02-01-2006","20007",1,"",""
" 1847","04-01-2006","13006",1,"",""
" 1848","06-01-2006","20007",1,"",""
" 1849","09-01-2006","00067",1,"",""
" 1850","10-01-2006","30639",1,"",""
" 1851","10-01-2006","30034",1,"",""
" 1852","10-01-2006","20007",1,"",""
" 1853","11-01-2006","00611",1,"",""
" 1854","11-01-2006","00125",1,"",""
" 1856","13-01-2006","30698",1,"",""
" 1857","13-01-2006","10931",1,"",""
" 1858","18-01-2006","20007",1,"",""
" 1859","18-01-2006","20269",1,"",""
" 1860","18-01-2006","30702",1,"",""
" 1861","19-01-2006","00569",1,"",""
" 1862","19-01-2006","30LAN",1,"",""
" 1863","19-01-2006","30639",1,"",""
" 1864","23-01-2006","30639",1,"",""
" 1865","18-01-2006","20007",1,"",""
" 1866","20-01-2006","20007",1,"",""
" 1867","25-01-2006","30702",1,"",""
" 1868","26-01-2006","30660",1,"",""
" 1869","27-01-2006","30639",1,"",""
" 1870","30-01-2006","00485",1,"",""
" 1871","31-01-2006","30615",1,"",""
" 1872","31-01-2006","30370",1,"",""
" 1873","31-01-2006","30704",1,"",""
" 1874","31-01-2006","20007",1,"",""
" 1875","31-01-2006","30698",1,"",""
" 1876","31-01-2006","30704",1,"",""
" 1877","02-02-2006","30705",1,"",""
" 1878","02-02-2006","30704",1,"",""
" 1879","06-02-2006","30249",1,"",""
" 1880","07-02-2006","30618",1,"",""
" 1881","08-02-2006","00067",1,"",""
" 1882","08-02-2006","00067",1,"",""
" 1883","08-02-2006","00067",1,"",""
" 1884","08-02-2006","00067",1,"",""
" 1885","08-02-2006","20007",1,"",""
" 1886","09-02-2006","00T",1,"",""
" 1887","09-02-2006","00189",1,"",""
" 1888","09-02-2006","30249",1,"",""
" 1889","09-02-2006","30704",1,"",""
" 1890","09-02-2006","00125",1,"",""
" 1891","13-02-2006","20007",1,"",""
" 1893","14-02-2006","30676",1,"",""
" 1894","14-02-2006","30639",1,"",""
" 1895","14-02-2006","30702",1,"",""
" 1896","14-02-2006","30679",1,"",""
" 1897","15-02-2006","30704",1,"",""
" 1898","20-02-2006","30704",1,"",""
" 1899","19-02-2006","30615",1,"",""
" 1900","22-02-2006","00473",1,"",""
" 1901","22-02-2006","20007",1,"",""
" 1902","27-02-2006","00485",1,"",""
" 1903","27-02-2006","00519",1,"",""
" 1904","28-02-2006","AKERM",1,"",""
" 1905","01-03-2006","MOSHE",1,"",""
" 1906","02-03-2006","20007",1,"",""
" 1907","02-03-2006","00125",1,"",""
" 1908","03-03-2006","00189",1,"",""
" 1909","03-03-2006","30618",1,"",""
" 1910","03-03-2006","30639",1,"",""
" 1912","06-03-2006","30639",1,"",""
" 1913","06-03-2006","30706",1,"",""
" 1914","06-03-2006","00189",1,"",""
" 1915","07-03-2006","20007",1,"",""
" 1916","07-03-2006","20007",1,"",""
" 1917","09-03-2006","20007",1,"",""
" 1918","09-03-2006","AKERM",1,"",""
" 1919","10-03-2006","30702",1,"",""
" 1920","10-03-2006","30704",1,"",""
" 1921","13-03-2006","00485",1,"",""
" 1922","14-03-2006","00600",1,"",""
" 1923","15-03-2006","20007",1,"",""
" 1924","16-03-2006","00067",1,"",""
" 1925","16-03-2006","00067",1,"",""
" 1926","16-03-2006","20272",1,"",""
" 1927","20-03-2006","20007",1,"",""
" 1928","20-03-2006","00602",1,"",""
" 1929","21-03-2006","20007",1,"",""
" 1930","23-03-2006","00611",1,"",""
" 1931","21-03-2006","30618",1,"",""
" 1932","23-03-2006","30LAN",1,"",""
" 1933","23-03-2006","00485",1,"",""
" 1935","23-03-2006","30710",1,"",""
" 1937","28-03-2006","30615",1,"",""
" 1938","29-03-2006","20007",1,"",""
" 1939","29-03-2006","13100",1,"",""
" 1940","29-03-2006","13100",1,"",""
" 1941","31-03-2006","00705",1,"",""
" 1942","03-04-2006","30615",1,"",""
" 1943","03-04-2006","30588",1,"",""
" 1944","03-04-2006","20007",1,"",""
" 1945","06-04-2006","10931",1,"",""
" 1946","07-04-2006","10931",1,"",""
" 1947","12-04-2006","20007",1,"",""
" 1948","24-04-2006","20007",1,"",""
" 1949","24-04-2006","16255",1,"",""
" 1950","28-04-2006","20007",1,"",""
" 1951","28-04-2006","00067",1,"",""
" 1952","28-04-2006","30676",1,"",""
" 1953","28-04-2006","30702",1,"",""
" 1954","03-05-2006","00006",1,"",""
" 1955","04-05-2006","00517",1,"",""
" 1956","05-05-2006","20007",1,"",""
" 1959","09-05-2006","20007",1,"",""
" 1961","12-05-2006","20007",1,"",""
" 1962","17-05-2006","30704",1,"",""
" 1963","17-03-2006","00485",1,"",""
" 1964","17-05-2006","30002",1,"",""
" 1965","17-05-2006","20007",1,"",""
" 1966","17-05-2006","20007",1,"",""
" 1967","17-03-2006","00485",1,"",""
" 1968","22-05-2006","30030",1,"",""
" 1969","23-05-2006","20007",1,"",""
" 1970","23-05-2006","30615",1,"",""
" 1971","24-05-2006","20293",1,"",""
" 1972","26-05-2006","20293",1,"",""
" 1973","26-05-2006","20294",1,"",""
" 1974","30-05-2006","20007",1,"",""
" 1975","01-06-2006","30615",1,"",""
" 1976","06-06-2006","20007",1,"",""
" 1977","13-06-2006","20007",1,"",""
" 1979","20-06-2006","20007",1,"",""
" 1980","21-06-2006","00401",1,"",""
" 1981","23-06-2006","20007",1,"",""
" 1982","27-06-2006","20007",1,"",""
" 1983","03-07-2006","20007",1,"",""
" 1984","10-07-2006","00ASH",1,"",""
" 1985","11-07-2006","20007",1,"",""
" 1986","18-07-2006","20007",1,"",""
" 1987","19-07-2006","13006",1,"",""
" 1988","20-07-2006","00485",1,"",""
" 1989","20-07-2006","20007",1,"",""
" 1990","24-07-2006","10931",1,"",""
" 1991","24-07-2006","20007",1,"",""
" 1992","26-07-2006","00569",1,"",""
" 1993","26-07-2006","20007",1,"",""
" 1994","28-07-2006","30615",1,"",""
" 1995","28-07-2006","30053",1,"",""
" 1996","21-08-2006","20007",1,"",""
" 1997","21-08-2006","20007",1,"",""
" 1998","22-08-2006","20007",1,"",""
" 1999","28-08-2006","AKERM",1,"",""
" 2000","29-08-2006","20007",1,"",""
" 2001","30-08-2006","00587",1,"",""
" 2003","06-09-2006","20007",1,"",""
" 2004","06-09-2006","00116",1,"",""
" 2006","06-09-2006","20500",1,"",""
" 2007","07-09-2006","10931",1,"",""
" 2008","11-09-2006","20007",1,"",""
" 2009","12-09-2006","20007",1,"",""
" 2011","15-09-2006","30692",1,"",""
" 2012","15-09-2006","VIN",1,"",""
" 2013","15-09-2006","30615",1,"",""
" 2014","15-09-2006","30400",1,"",""
" 2015","19-09-2006","20007",1,"",""
" 2016","20-09-2006","30615",1,"",""
" 2017","21-09-2006","00569",1,"",""
" 2018","22-09-2006","30NAM",1,"",""
" 2019","22-09-2006","30639",1,"",""
" 2020","22-09-2006","30615",1,"",""
" 2021","25-09-2006","20007",1,"",""
" 2023","27-09-2006","30494",1,"",""
" 2024","27-09-2006","30088",1,"",""
" 2025","27-09-2006","30677",1,"",""
" 2026","28-09-2006","30088",1,"",""
" 2027","28-09-2006","30615",1,"",""
" 2028","29-09-2006","30702",1,"",""
" 2029","29-09-2006","30027",1,"",""
" 2030","29-09-2006","20PLU",1,"",""
" 2031","04-10-2006","20007",1,"",""
" 2032","04-10-2006","00477",1,"",""
" 2033","04-10-2006","30615",1,"",""
" 2034","04-10-2006","30028",1,"",""
" 2035","05-10-2006","00180",1,"",""
" 2036","05-10-2006","00636",1,"",""
" 2037","05-10-2006","30693",1,"",""
" 2039","05-10-2006","30007",1,"",""
" 2041","05-10-2006","00477",1,"",""
" 2040","05-10-2006","30691",1,"",""
" 2042","09-10-2006","20007",1,"",""
" 2043","09-10-2006","20007",1,"",""
" 2044","09-10-2006","AKERM",1,"",""
" 2045","10-10-2006","00571",1,"",""
" 2046","11-10-2006","ASP",1,"",""
" 2047","17-10-2006","20007",1,"",""
" 2049","18-10-2006","10931",1,"",""
" 2050","19-10-2006","30639",1,"",""
" 2051","19-10-2006","20007",1,"",""
" 2053","19-10-2006","30677",1,"",""
" 2054","20-10-2006","30691",1,"",""
" 2055","20-10-2006","30677",1,"",""
" 2056","20-10-2006","30027",1,"",""
" 2057","20-10-2006","30615",1,"",""
" 2058","20-10-2006","20PLU",1,"",""
" 2062","20-10-2006","30027",1,"",""
" 2063","23-10-2006","00485",1,"",""
" 2064","20-10-2006","20007",1,"",""
" 2065","24-10-2006","10931",1,"",""
" 2066","25-10-2006","30615",1,"",""
" 2067","25-10-2006","30601",1,"",""
" 2068","25-10-2006","00ASH",1,"",""
" 2069","25-10-2006","00485",1,"",""
" 2070","25-10-2006","00125",1,"",""
" 2071","25-10-2006","00125",1,"",""
" 2073","25-10-2006","30615",1,"",""
" 2074","25-10-2006","30677",1,"",""
" 2075","25-10-2006","30706",1,"",""
" 2076","25-10-2006","00569",1,"",""
" 2077","26-10-2006","00569",1,"",""
" 2078","26-10-2006","20007",1,"",""
" 2079","27-10-2006","30569",1,"",""
" 2080","27-10-2006","30706",1,"",""
" 2081","27-10-2006","30088",1,"",""
" 2082","27-10-2006","30691",1,"",""
" 2083","27-10-2006","30691",1,"",""
" 2084","27-10-2006","30691",1,"",""
" 2085","27-10-2006","00477",1,"",""
" 2086","30-10-2006","30706",1,"",""
" 2087","30-10-2006","30691",1,"",""
" 2088","02-11-2006","20007",1,"",""
" 2089","02-11-2006","30207",1,"",""
" 2090","03-11-2006","00485",1,"",""
" 2092","03-11-2006","30677",1,"",""
" 2093","06-11-2006","30PR",1,"",""
" 2094","07-11-2006","20007",1,"",""
" 2096","07-11-2006","00067",1,"",""
" 2097","09-11-2006","MIZRA",1,"",""
" 2098","09-11-2006","30007",1,"",""
" 2099","10-11-2006","30AK",1,"",""
" 2100","13-11-2006","20007",1,"",""
" 2101","15-11-2006","00569",1,"",""
" 2102","15-11-2006","30007",1,"",""
" 2104","16-11-2006","30706",1,"",""
" 2105","17-11-2006","AKERM",1,"",""
" 2106","17-11-2006","00471",1,"",""
" 2107","21-11-2006","00569",1,"",""
" 2109","21-11-2006","PET",1,"",""
" 2108","21-11-2006","20007",1,"",""
" 2110","21-11-2006","30007",0,"",""
" 2111","23-11-2006","30723",1,"",""
" 2112","23-11-2006","30615",1,"",""
" 2114","23-11-2006","10931",1,"",""
" 2115","23-11-2006","20007",1,"",""
" 2116","24-11-2006","20PLU",1,"",""
" 2117","24-11-2006","30BEP",1,"",""
" 2118","24-11-2006","30692",1,"",""
" 2119","24-11-2006","30290",1,"",""
" 2120","24-11-2006","00569",1,"",""
" 2121","27-11-2006","00067",1,"",""
" 2122","27-11-2006","30007",1,"",""
" 2123","27-11-2006","30BR",1,"",""
" 2124","28-11-2006","00569",1,"",""
" 2126","29-11-2006","30725",1,"",""
" 2127","29-11-2006","30060",1,"",""
" 2128","29-11-2006","00360",1,"",""
" 2129","29-11-2006","30711",1,"",""
" 2130","29-11-2006","ROY",1,"",""
" 2131","29-11-2006","00506",1,"",""
" 2132","01-12-2006","30508",1,"",""
" 2133","01-12-2006","30603",1,"",""
" 2134","01-12-2006","30691",1,"",""
" 2135","01-12-2006","30730",1,"",""
" 2136","01-12-2006","30691",1,"",""
" 2137","05-12-2006","00569",1,"",""
" 2138","07-12-2006","30508",1,"",""
" 2139","11-12-2006","30691",1,"",""
" 2140","11-12-2006","30007",1,"",""
" 2142","11-12-2006","30725",1,"",""
" 2144","12-12-2006","20007",1,"",""
" 2145","12-12-2006","00485",1,"",""
" 2146","12-12-2006","10931",1,"",""
" 2147","14-12-2006","MOSHE",1,"",""
" 2148","14-12-2006","MOSHE",1,"",""
" 2149","14-12-2006","20007",1,"",""
" 2150","15-12-2006","00569",1,"",""
" 2151","15-12-2006","30691",1,"",""
" 2152","18-12-2006","MOSHE",1,"",""
" 2153","20-12-2006","30MED",1,"",""
" 2154","20-12-2006","30729",1,"",""
" 2155","21-12-2006","20007",1,"",""
" 2157","02-01-2007","MOSHE",1,"",""
" 2158","03-01-2007","30002",1,"",""
" 2159","05-01-2007","30S",1,"",""
" 2160","05-01-2007","30621",1,"",""
" 2161","05-01-2007","30AM",1,"",""
" 2162","04-01-2007","30677",1,"",""
" 2163","08-01-2007","30088",1,"",""
" 2164","08-01-2007","30554",1,"",""
" 2165","08-01-2007","30691",1,"",""
" 2166","08-01-2007","30691",1,"",""
" 2167","08-01-2007","30691",1,"",""
" 2168","08-01-2007","30691",1,"",""
" 2169","08-01-2007","30691",1,"",""
" 2170","08-01-2007","30691",1,"",""
" 2171","09-01-2007","20PLU",1,"",""
" 2172","09-01-2007","00125",1,"",""
" 2173","10-01-2007","00125",1,"",""
" 2175","10-01-2007","30AM",1,"",""
" 2176","10-01-2007","30AM",1,"",""
" 2177","10-01-2007","30AV",1,"",""
" 2178","10-01-2007","30660",1,"",""
" 2179","10-01-2007","30AM",1,"",""
" 2180","05-01-2007","20007",1,"",""
" 2181","10-01-2007","20007",1,"",""
" 2182","11-01-2007","00067",1,"",""
" 2184","11-01-2007","00067",1,"",""
" 2185","11-01-2007","30691",1,"",""
" 2186","11-01-2007","30316",1,"",""
" 2187","11-01-2007","MOSHE",1,"",""
" 2188","11-01-2007","30654",1,"",""
" 2189","11-01-2007","30742",1,"",""
" 2190","12-01-2007","00125",1,"",""
" 2191","15-01-2007","30749",1,"",""
" 2192","15-01-2007","30691",1,"",""
" 2193","15-01-2007","20007",1,"",""
" 2194","16-01-2007","30028",1,"",""
" 2195","16-01-2007","30AM",1,"",""
" 2196","16-01-2007","30088",1,"",""
" 2197","17-01-2007","20007",1,"",""
" 2198","17-01-2007","30028",1,"",""
" 2199","17-01-2007","30691",1,"",""
" 2200","17-01-2007","00067",1,"",""
" 2201","18-01-2007","30AM",1,"",""
" 2202","18-01-2007","30217",1,"",""
" 2203","18-01-2007","20007",1,"",""
" 2204","19-01-2007","00125",1,"",""
" 2205","19-01-2007","00125",1,"",""
" 2206","22-01-2007","00067",1,"",""
" 2207","23-01-2007","20007",1,"",""
" 2208","24-01-2007","00125",1,"",""
" 2209","25-01-2007","20PLU",1,"",""
" 2210","25-01-2007","30HO",1,"",""
" 2211","29-01-2007","20PLU",1,"",""
" 2212","30-01-2007","20007",1,"",""
" 2213","30-01-2007","LUXEH",1,"",""
" 2214","31-01-2007","20007",1,"",""
" 2215","06-02-2007","20007",1,"",""
" 2216","06-02-2007","20499",1,"",""
" 2217","13-02-2007","20007",1,"",""
" 2218","13-02-2007","20PLU",1,"",""
" 2219","19-02-2007","30692",1,"",""
" 2220","19-02-2007","30615",1,"",""
" 2221","20-02-2007","20007",1,"",""
" 2222","22-02-2007","20007",1,"",""
" 2223","22-02-2007","30691",1,"",""
" 2224","22-02-2007","20007",1,"",""
" 2226","27-02-2007","20007",1,"",""
" 2227","28-02-2007","00067",1,"",""
" 2228","02-03-2007","30691",1,"",""
" 2229","06-03-2007","00471",1,"",""
" 2230","06-03-2007","20007",1,"",""
" 2231","07-03-2007","10931",1,"",""
" 2232","07-03-2007","10931",1,"",""
" 2233","08-03-2007","30615",1,"",""
" 2234","08-03-2007","30691",1,"",""
" 2235","08-03-2007","00333",1,"",""
" 2236","08-03-2007","30692",1,"",""
" 2238","08-03-2007","30149",1,"",""
" 2239","08-03-2007","20007",1,"",""
" 2240","09-03-2007","00MEN",1,"",""
" 2241","13-03-2007","20007",1,"",""
" 2242","15-03-2007","00391",1,"",""
" 2243","19-03-2007","20007",1,"",""
" 2244","19-03-2007","30M",1,"",""
" 2245","22-03-2007","30691",1,"",""
" 2246","22-03-2007","30030",1,"",""
